Date,Store_ID,Item_ID,Medicine_Name,Category,Base_Price,Promotion,Holiday,Units_Sold,Day_of_Week,Month,Is_Weekend
2025-09-08,Claire Drughouse,M102,Crocin,Painkiller,35,1,0,88,Monday,September,0
2025-06-06,BMS Pharmacy,M107,Metformin,Diabetes,80,0,0,82,Friday,June,0
2025-03-06,Sara Medicos,M107,Metformin,Diabetes,80,0,0,72,Thursday,March,0
2025-10-22,Apollo Pharmacy,M109,Azithromycin,Antibiotic,220,1,0,88,Wednesday,October,0
2025-08-25,BMS Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,73,Monday,August,0
2025-09-13,Claire Drughouse,M103,Dolo 650,Painkiller,30,0,0,90,Saturday,September,1
2025-01-31,Claire Drughouse,M114,Pantoprazole,Antacid,110,1,1,113,Friday,January,0
2025-12-20,Claire Drughouse,M105,ORS,Hydration,25,1,0,121,Saturday,December,1
2025-06-25,Lakshya Medicals,M108,Amoxicillin,Antibiotic,180,1,0,91,Wednesday,June,0
2025-03-21,BMS Pharmacy,M104,Vitamin C,Vitamin,120,0,0,88,Friday,March,0
2025-01-11,HealthMart,M111,Benadryl,Cough,90,0,0,82,Saturday,January,1
2025-06-17,Sara Medicos,M112,Cough Syrup,Cough,140,1,0,95,Tuesday,June,0
2025-07-02,Chen Drugstore,M120,Hand Sanitizer,Hygiene,90,0,0,70,Wednesday,July,0
2025-03-12,City Medicals,M113,Digene,Antacid,60,0,0,86,Wednesday,March,0
2025-04-18,Chen Drugstore,M109,Azithromycin,Antibiotic,220,0,0,72,Friday,April,0
2025-03-17,SmartMed Pharmacy,M113,Digene,Antacid,60,0,0,92,Monday,March,0
2025-04-21,Clarkson's Pharma,M110,Cetirizine,Allergy,40,1,0,100,Monday,April,0
2025-07-24,SmartMed Pharmacy,M111,Benadryl,Cough,90,0,0,66,Thursday,July,0
2025-06-08,Lakshya Medicals,M107,Metformin,Diabetes,80,0,0,96,Sunday,June,1
2025-03-20,City Medicals,M113,Digene,Antacid,60,1,0,92,Thursday,March,0
2025-05-24,Clarkson's Pharma,M115,Calcium Tablet,Supplement,250,1,0,107,Saturday,May,1
2025-02-03,Apollo Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,71,Monday,February,0
2025-11-29,Clarkson's Pharma,M102,Crocin,Painkiller,35,0,0,99,Saturday,November,1
2025-06-11,City Medicals,M111,Benadryl,Cough,90,0,0,72,Wednesday,June,0
2025-09-03,HealthMart,M113,Digene,Antacid,60,0,1,88,Wednesday,September,0
2025-03-11,Chen Drugstore,M104,Vitamin C,Vitamin,120,0,0,80,Tuesday,March,0
2025-08-31,BMS Pharmacy,M102,Crocin,Painkiller,35,1,0,110,Sunday,August,1
2025-11-20,City Medicals,M110,Cetirizine,Allergy,40,1,0,100,Thursday,November,0
2025-06-22,City Medicals,M119,Eye Drops,Eye Care,160,0,0,78,Sunday,June,1
2025-05-25,Apollo Pharmacy,M103,Dolo 650,Painkiller,30,1,0,109,Sunday,May,1
2025-08-24,Clarkson's Pharma,M108,Amoxicillin,Antibiotic,180,1,0,88,Sunday,August,1
2025-12-18,Chen Drugstore,M105,ORS,Hydration,25,0,0,64,Thursday,December,0
2025-01-21,Claire Drughouse,M112,Cough Syrup,Cough,140,0,0,64,Tuesday,January,0
2025-09-26,Chen Drugstore,M114,Pantoprazole,Antacid,110,0,0,61,Friday,September,0
2025-11-12,Sara Medicos,M101,Paracetamol,Painkiller,25,1,1,109,Wednesday,November,0
2025-05-02,HealthMart,M120,Hand Sanitizer,Hygiene,90,0,0,67,Friday,May,0
2025-06-04,Apollo Pharmacy,M102,Crocin,Painkiller,35,0,0,92,Wednesday,June,0
2025-03-01,SmartMed Pharmacy,M117,BP Tablet,Cardiac,320,0,0,67,Saturday,March,1
2025-06-30,Sara Medicos,M118,Asthma Inhaler,Respiratory,450,0,0,55,Monday,June,0
2025-08-11,Lakshya Medicals,M101,Paracetamol,Painkiller,25,0,0,77,Monday,August,0
2025-04-07,Chen Drugstore,M120,Hand Sanitizer,Hygiene,90,0,0,66,Monday,April,0
2025-12-25,Clarkson's Pharma,M107,Metformin,Diabetes,80,0,0,85,Thursday,December,0
2025-10-17,Lakshya Medicals,M111,Benadryl,Cough,90,0,0,80,Friday,October,0
2025-06-27,Lakshya Medicals,M106,Insulin,Diabetes,550,1,0,74,Friday,June,0
2025-05-11,Clarkson's Pharma,M106,Insulin,Diabetes,550,1,0,72,Sunday,May,1
2025-08-28,Chen Drugstore,M115,Calcium Tablet,Supplement,250,0,0,72,Thursday,August,0
2025-01-29,City Medicals,M104,Vitamin C,Vitamin,120,0,0,85,Wednesday,January,0
2025-03-06,Apollo Pharmacy,M120,Hand Sanitizer,Hygiene,90,1,0,89,Thursday,March,0
2025-04-27,HealthMart,M118,Asthma Inhaler,Respiratory,450,0,0,77,Sunday,April,1
2025-07-21,Lakshya Medicals,M113,Digene,Antacid,60,0,0,82,Monday,July,0
2025-12-18,Claire Drughouse,M106,Insulin,Diabetes,550,0,1,56,Thursday,December,0
2025-02-14,City Medicals,M119,Eye Drops,Eye Care,160,1,0,101,Friday,February,0
2025-02-17,BMS Pharmacy,M104,Vitamin C,Vitamin,120,1,1,113,Monday,February,0
2025-01-24,Sara Medicos,M114,Pantoprazole,Antacid,110,0,0,73,Friday,January,0
2025-03-05,Claire Drughouse,M112,Cough Syrup,Cough,140,0,0,71,Wednesday,March,0
2025-01-24,Claire Drughouse,M113,Digene,Antacid,60,0,0,62,Friday,January,0
2025-07-14,SmartMed Pharmacy,M102,Crocin,Painkiller,35,0,0,93,Monday,July,0
2025-04-25,Claire Drughouse,M101,Paracetamol,Painkiller,25,1,0,92,Friday,April,0
2025-02-15,Apollo Pharmacy,M117,BP Tablet,Cardiac,320,0,0,87,Saturday,February,1
2025-11-15,Lakshya Medicals,M102,Crocin,Painkiller,35,0,0,75,Saturday,November,1
2025-03-13,Chen Drugstore,M108,Amoxicillin,Antibiotic,180,1,0,79,Thursday,March,0
2025-10-21,Claire Drughouse,M110,Cetirizine,Allergy,40,0,0,71,Tuesday,October,0
2025-03-18,BMS Pharmacy,M103,Dolo 650,Painkiller,30,0,0,72,Tuesday,March,0
2025-05-19,Chen Drugstore,M104,Vitamin C,Vitamin,120,0,0,82,Monday,May,0
2025-10-23,City Medicals,M116,Iron Tablet,Supplement,180,1,0,100,Thursday,October,0
2025-02-07,Apollo Pharmacy,M102,Crocin,Painkiller,35,0,0,89,Friday,February,0
2025-09-19,BMS Pharmacy,M102,Crocin,Painkiller,35,0,0,66,Friday,September,0
2025-02-08,Sara Medicos,M104,Vitamin C,Vitamin,120,0,0,93,Saturday,February,1
2025-12-13,Sara Medicos,M116,Iron Tablet,Supplement,180,0,0,70,Saturday,December,1
2025-01-22,City Medicals,M106,Insulin,Diabetes,550,0,0,43,Wednesday,January,0
2025-08-21,Claire Drughouse,M103,Dolo 650,Painkiller,30,0,0,93,Thursday,August,0
2025-06-07,Lakshya Medicals,M114,Pantoprazole,Antacid,110,1,0,90,Saturday,June,1
2025-07-02,Lakshya Medicals,M101,Paracetamol,Painkiller,25,0,0,80,Wednesday,July,0
2025-12-30,Lakshya Medicals,M119,Eye Drops,Eye Care,160,1,0,94,Tuesday,December,0
2025-09-28,Apollo Pharmacy,M101,Paracetamol,Painkiller,25,0,0,93,Sunday,September,1
2025-04-01,Apollo Pharmacy,M114,Pantoprazole,Antacid,110,0,0,73,Tuesday,April,0
2025-08-05,City Medicals,M103,Dolo 650,Painkiller,30,0,0,86,Tuesday,August,0
2025-05-23,City Medicals,M118,Asthma Inhaler,Respiratory,450,0,1,58,Friday,May,0
2025-03-10,HealthMart,M105,ORS,Hydration,25,0,0,78,Monday,March,0
2025-10-10,Sara Medicos,M104,Vitamin C,Vitamin,120,0,0,72,Friday,October,0
2025-05-07,Lakshya Medicals,M112,Cough Syrup,Cough,140,0,0,65,Wednesday,May,0
2025-06-04,SmartMed Pharmacy,M117,BP Tablet,Cardiac,320,1,0,72,Wednesday,June,0
2025-05-20,Apollo Pharmacy,M117,BP Tablet,Cardiac,320,0,0,76,Tuesday,May,0
2025-01-03,Lakshya Medicals,M116,Iron Tablet,Supplement,180,1,0,80,Friday,January,0
2025-02-13,Sara Medicos,M104,Vitamin C,Vitamin,120,0,0,86,Thursday,February,0
2025-04-03,Apollo Pharmacy,M113,Digene,Antacid,60,0,1,92,Thursday,April,0
2025-01-10,Clarkson's Pharma,M105,ORS,Hydration,25,0,0,85,Friday,January,0
2025-03-21,BMS Pharmacy,M114,Pantoprazole,Antacid,110,1,1,122,Friday,March,0
2025-06-21,HealthMart,M117,BP Tablet,Cardiac,320,0,0,82,Saturday,June,1
2025-05-18,Apollo Pharmacy,M101,Paracetamol,Painkiller,25,0,1,91,Sunday,May,1
2025-03-18,Chen Drugstore,M107,Metformin,Diabetes,80,0,0,69,Tuesday,March,0
2025-01-03,Claire Drughouse,M113,Digene,Antacid,60,0,1,93,Friday,January,0
2025-09-27,HealthMart,M113,Digene,Antacid,60,0,0,79,Saturday,September,1
2025-12-06,Clarkson's Pharma,M107,Metformin,Diabetes,80,1,0,103,Saturday,December,1
2025-12-10,Clarkson's Pharma,M101,Paracetamol,Painkiller,25,1,0,86,Wednesday,December,0
2025-07-02,Chen Drugstore,M110,Cetirizine,Allergy,40,1,0,111,Wednesday,July,0
2025-01-23,Clarkson's Pharma,M105,ORS,Hydration,25,1,0,105,Thursday,January,0
2025-06-24,Apollo Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,67,Tuesday,June,0
2025-09-25,Lakshya Medicals,M111,Benadryl,Cough,90,0,0,68,Thursday,September,0
2025-12-08,Apollo Pharmacy,M113,Digene,Antacid,60,0,0,78,Monday,December,0
2025-01-16,Chen Drugstore,M105,ORS,Hydration,25,0,0,91,Thursday,January,0
2025-06-01,Claire Drughouse,M110,Cetirizine,Allergy,40,1,0,115,Sunday,June,1
2025-05-23,Chen Drugstore,M104,Vitamin C,Vitamin,120,1,0,85,Friday,May,0
2025-06-11,BMS Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,73,Wednesday,June,0
2025-04-07,Clarkson's Pharma,M114,Pantoprazole,Antacid,110,1,0,82,Monday,April,0
2025-02-06,Clarkson's Pharma,M109,Azithromycin,Antibiotic,220,0,0,79,Thursday,February,0
2025-09-12,City Medicals,M110,Cetirizine,Allergy,40,0,0,87,Friday,September,0
2025-06-20,HealthMart,M112,Cough Syrup,Cough,140,1,0,84,Friday,June,0
2025-11-14,City Medicals,M110,Cetirizine,Allergy,40,1,0,96,Friday,November,0
2025-11-03,Clarkson's Pharma,M116,Iron Tablet,Supplement,180,0,0,76,Monday,November,0
2025-12-27,Sara Medicos,M105,ORS,Hydration,25,0,0,80,Saturday,December,1
2025-04-07,City Medicals,M114,Pantoprazole,Antacid,110,0,0,85,Monday,April,0
2025-05-29,SmartMed Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,44,Thursday,May,0
2025-11-01,Apollo Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,83,Saturday,November,1
2025-07-03,BMS Pharmacy,M114,Pantoprazole,Antacid,110,0,0,76,Thursday,July,0
2025-10-05,HealthMart,M112,Cough Syrup,Cough,140,0,0,80,Sunday,October,1
2025-02-11,Sara Medicos,M113,Digene,Antacid,60,0,0,64,Tuesday,February,0
2025-08-25,Lakshya Medicals,M102,Crocin,Painkiller,35,0,0,84,Monday,August,0
2025-06-30,Chen Drugstore,M105,ORS,Hydration,25,0,0,63,Monday,June,0
2025-03-10,Sara Medicos,M118,Asthma Inhaler,Respiratory,450,0,0,60,Monday,March,0
2025-07-09,Sara Medicos,M109,Azithromycin,Antibiotic,220,1,1,106,Wednesday,July,0
2025-06-20,City Medicals,M111,Benadryl,Cough,90,0,0,74,Friday,June,0
2025-11-29,Claire Drughouse,M107,Metformin,Diabetes,80,0,0,94,Saturday,November,1
2025-02-10,BMS Pharmacy,M115,Calcium Tablet,Supplement,250,0,1,87,Monday,February,0
2025-06-25,City Medicals,M119,Eye Drops,Eye Care,160,1,0,105,Wednesday,June,0
2025-11-14,Sara Medicos,M106,Insulin,Diabetes,550,0,0,40,Friday,November,0
2025-05-16,City Medicals,M101,Paracetamol,Painkiller,25,0,0,83,Friday,May,0
2025-11-18,Claire Drughouse,M108,Amoxicillin,Antibiotic,180,0,0,78,Tuesday,November,0
2025-11-05,Clarkson's Pharma,M105,ORS,Hydration,25,1,0,106,Wednesday,November,0
2025-09-15,Chen Drugstore,M112,Cough Syrup,Cough,140,0,0,61,Monday,September,0
2025-11-01,Lakshya Medicals,M108,Amoxicillin,Antibiotic,180,0,0,89,Saturday,November,1
2025-10-02,City Medicals,M111,Benadryl,Cough,90,0,0,64,Thursday,October,0
2025-08-18,Lakshya Medicals,M117,BP Tablet,Cardiac,320,0,0,66,Monday,August,0
2025-01-04,Sara Medicos,M113,Digene,Antacid,60,0,0,93,Saturday,January,1
2025-09-09,Chen Drugstore,M102,Crocin,Painkiller,35,0,0,69,Tuesday,September,0
2025-08-31,Sara Medicos,M113,Digene,Antacid,60,1,0,115,Sunday,August,1
2025-03-05,Apollo Pharmacy,M104,Vitamin C,Vitamin,120,0,0,64,Wednesday,March,0
2025-05-28,City Medicals,M112,Cough Syrup,Cough,140,0,0,79,Wednesday,May,0
2025-09-25,HealthMart,M107,Metformin,Diabetes,80,1,0,105,Thursday,September,0
2025-12-12,Apollo Pharmacy,M117,BP Tablet,Cardiac,320,0,0,57,Friday,December,0
2025-10-06,SmartMed Pharmacy,M102,Crocin,Painkiller,35,0,0,75,Monday,October,0
2025-06-18,City Medicals,M116,Iron Tablet,Supplement,180,0,0,75,Wednesday,June,0
2025-08-06,Claire Drughouse,M103,Dolo 650,Painkiller,30,0,0,63,Wednesday,August,0
2025-05-16,Clarkson's Pharma,M106,Insulin,Diabetes,550,0,0,64,Friday,May,0
2025-08-18,HealthMart,M111,Benadryl,Cough,90,1,0,86,Monday,August,0
2025-11-21,Lakshya Medicals,M118,Asthma Inhaler,Respiratory,450,0,0,52,Friday,November,0
2025-09-13,HealthMart,M105,ORS,Hydration,25,0,1,90,Saturday,September,1
2025-09-23,Sara Medicos,M116,Iron Tablet,Supplement,180,0,0,82,Tuesday,September,0
2025-01-06,City Medicals,M119,Eye Drops,Eye Care,160,0,1,89,Monday,January,0
2025-05-28,Claire Drughouse,M116,Iron Tablet,Supplement,180,0,0,85,Wednesday,May,0
2025-06-25,HealthMart,M106,Insulin,Diabetes,550,0,0,61,Wednesday,June,0
2025-07-24,BMS Pharmacy,M101,Paracetamol,Painkiller,25,0,1,105,Thursday,July,0
2025-05-27,Sara Medicos,M104,Vitamin C,Vitamin,120,1,0,88,Tuesday,May,0
2025-11-30,Apollo Pharmacy,M102,Crocin,Painkiller,35,0,0,94,Sunday,November,1
2025-02-03,Lakshya Medicals,M109,Azithromycin,Antibiotic,220,0,0,71,Monday,February,0
2025-05-22,Sara Medicos,M103,Dolo 650,Painkiller,30,1,1,106,Thursday,May,0
2025-11-19,Apollo Pharmacy,M109,Azithromycin,Antibiotic,220,0,0,56,Wednesday,November,0
2025-06-27,BMS Pharmacy,M112,Cough Syrup,Cough,140,1,1,116,Friday,June,0
2025-10-15,HealthMart,M104,Vitamin C,Vitamin,120,0,0,82,Wednesday,October,0
2025-07-07,BMS Pharmacy,M116,Iron Tablet,Supplement,180,1,0,91,Monday,July,0
2025-11-18,Chen Drugstore,M114,Pantoprazole,Antacid,110,0,0,67,Tuesday,November,0
2025-07-30,Apollo Pharmacy,M101,Paracetamol,Painkiller,25,0,0,87,Wednesday,July,0
2025-04-29,SmartMed Pharmacy,M104,Vitamin C,Vitamin,120,0,0,66,Tuesday,April,0
2025-04-05,Apollo Pharmacy,M116,Iron Tablet,Supplement,180,1,0,116,Saturday,April,1
2025-06-23,Clarkson's Pharma,M119,Eye Drops,Eye Care,160,0,0,57,Monday,June,0
2025-02-22,Lakshya Medicals,M101,Paracetamol,Painkiller,25,0,0,93,Saturday,February,1
2025-05-25,City Medicals,M102,Crocin,Painkiller,35,0,0,77,Sunday,May,1
2025-08-27,BMS Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,54,Wednesday,August,0
2025-01-18,BMS Pharmacy,M117,BP Tablet,Cardiac,320,1,0,81,Saturday,January,1
2025-07-12,Claire Drughouse,M109,Azithromycin,Antibiotic,220,0,0,85,Saturday,July,1
2025-07-19,HealthMart,M105,ORS,Hydration,25,0,0,75,Saturday,July,1
2025-08-10,Chen Drugstore,M113,Digene,Antacid,60,0,0,101,Sunday,August,1
2025-10-02,Sara Medicos,M103,Dolo 650,Painkiller,30,0,0,90,Thursday,October,0
2025-10-20,Claire Drughouse,M116,Iron Tablet,Supplement,180,1,0,85,Monday,October,0
2025-05-08,City Medicals,M106,Insulin,Diabetes,550,0,0,63,Thursday,May,0
2025-02-14,HealthMart,M115,Calcium Tablet,Supplement,250,0,0,55,Friday,February,0
2025-05-11,SmartMed Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,71,Sunday,May,1
2025-08-12,Lakshya Medicals,M120,Hand Sanitizer,Hygiene,90,0,0,82,Tuesday,August,0
2025-04-11,Lakshya Medicals,M102,Crocin,Painkiller,35,0,0,92,Friday,April,0
2025-12-16,Apollo Pharmacy,M108,Amoxicillin,Antibiotic,180,1,0,78,Tuesday,December,0
2025-02-19,SmartMed Pharmacy,M119,Eye Drops,Eye Care,160,0,0,74,Wednesday,February,0
2025-11-15,Chen Drugstore,M110,Cetirizine,Allergy,40,0,0,90,Saturday,November,1
2025-10-01,Clarkson's Pharma,M119,Eye Drops,Eye Care,160,0,0,83,Wednesday,October,0
2025-04-06,City Medicals,M101,Paracetamol,Painkiller,25,1,1,112,Sunday,April,1
2025-11-10,Chen Drugstore,M110,Cetirizine,Allergy,40,0,0,88,Monday,November,0
2025-05-02,HealthMart,M111,Benadryl,Cough,90,1,0,99,Friday,May,0
2025-04-19,Chen Drugstore,M114,Pantoprazole,Antacid,110,0,0,91,Saturday,April,1
2025-09-17,City Medicals,M111,Benadryl,Cough,90,0,0,72,Wednesday,September,0
2025-10-16,Sara Medicos,M116,Iron Tablet,Supplement,180,1,0,91,Thursday,October,0
2025-06-15,Claire Drughouse,M106,Insulin,Diabetes,550,0,0,75,Sunday,June,1
2025-12-31,Lakshya Medicals,M113,Digene,Antacid,60,1,0,99,Wednesday,December,0
2025-03-22,Chen Drugstore,M107,Metformin,Diabetes,80,0,0,75,Saturday,March,1
2025-05-24,Sara Medicos,M103,Dolo 650,Painkiller,30,0,1,104,Saturday,May,1
2025-04-22,Claire Drughouse,M112,Cough Syrup,Cough,140,0,0,77,Tuesday,April,0
2025-05-08,City Medicals,M104,Vitamin C,Vitamin,120,0,0,79,Thursday,May,0
2025-11-20,BMS Pharmacy,M101,Paracetamol,Painkiller,25,0,0,66,Thursday,November,0
2025-09-07,HealthMart,M109,Azithromycin,Antibiotic,220,0,0,86,Sunday,September,1
2025-01-26,Claire Drughouse,M117,BP Tablet,Cardiac,320,0,1,103,Sunday,January,1
2025-08-29,Claire Drughouse,M106,Insulin,Diabetes,550,1,0,65,Friday,August,0
2025-12-02,HealthMart,M106,Insulin,Diabetes,550,0,0,52,Tuesday,December,0
2025-08-31,Apollo Pharmacy,M101,Paracetamol,Painkiller,25,1,0,119,Sunday,August,1
2025-11-17,Clarkson's Pharma,M118,Asthma Inhaler,Respiratory,450,0,0,55,Monday,November,0
2025-07-02,Clarkson's Pharma,M113,Digene,Antacid,60,1,0,101,Wednesday,July,0
2025-03-17,Apollo Pharmacy,M112,Cough Syrup,Cough,140,0,0,61,Monday,March,0
2025-09-27,HealthMart,M111,Benadryl,Cough,90,1,0,115,Saturday,September,1
2025-02-08,Chen Drugstore,M110,Cetirizine,Allergy,40,0,0,102,Saturday,February,1
2025-06-17,BMS Pharmacy,M110,Cetirizine,Allergy,40,0,0,83,Tuesday,June,0
2025-04-13,BMS Pharmacy,M102,Crocin,Painkiller,35,1,0,104,Sunday,April,1
2025-04-23,HealthMart,M114,Pantoprazole,Antacid,110,0,0,67,Wednesday,April,0
2025-04-22,City Medicals,M116,Iron Tablet,Supplement,180,0,0,76,Tuesday,April,0
2025-10-30,BMS Pharmacy,M119,Eye Drops,Eye Care,160,1,0,84,Thursday,October,0
2025-06-21,Clarkson's Pharma,M107,Metformin,Diabetes,80,0,0,94,Saturday,June,1
2025-03-30,HealthMart,M116,Iron Tablet,Supplement,180,1,0,101,Sunday,March,1
2025-03-16,HealthMart,M114,Pantoprazole,Antacid,110,0,0,96,Sunday,March,1
2025-02-17,Sara Medicos,M119,Eye Drops,Eye Care,160,1,0,92,Monday,February,0
2025-08-16,Sara Medicos,M119,Eye Drops,Eye Care,160,1,0,90,Saturday,August,1
2025-03-15,Clarkson's Pharma,M106,Insulin,Diabetes,550,0,0,70,Saturday,March,1
2025-10-19,Claire Drughouse,M108,Amoxicillin,Antibiotic,180,0,0,92,Sunday,October,1
2025-11-05,Apollo Pharmacy,M109,Azithromycin,Antibiotic,220,0,1,89,Wednesday,November,0
2025-07-31,SmartMed Pharmacy,M115,Calcium Tablet,Supplement,250,1,1,108,Thursday,July,0
2025-06-23,SmartMed Pharmacy,M105,ORS,Hydration,25,0,0,66,Monday,June,0
2025-08-04,Sara Medicos,M109,Azithromycin,Antibiotic,220,1,0,88,Monday,August,0
2025-11-29,Sara Medicos,M106,Insulin,Diabetes,550,0,0,50,Saturday,November,1
2025-11-12,Claire Drughouse,M112,Cough Syrup,Cough,140,0,0,66,Wednesday,November,0
2025-03-02,BMS Pharmacy,M117,BP Tablet,Cardiac,320,0,1,83,Sunday,March,1
2025-10-10,Sara Medicos,M105,ORS,Hydration,25,0,0,82,Friday,October,0
2025-01-31,HealthMart,M120,Hand Sanitizer,Hygiene,90,0,1,75,Friday,January,0
2025-03-15,Chen Drugstore,M109,Azithromycin,Antibiotic,220,0,0,70,Saturday,March,1
2025-02-17,City Medicals,M104,Vitamin C,Vitamin,120,1,0,109,Monday,February,0
2025-07-16,Apollo Pharmacy,M111,Benadryl,Cough,90,1,0,90,Wednesday,July,0
2025-01-03,Sara Medicos,M106,Insulin,Diabetes,550,0,0,57,Friday,January,0
2025-11-04,SmartMed Pharmacy,M112,Cough Syrup,Cough,140,0,0,74,Tuesday,November,0
2025-04-26,Lakshya Medicals,M111,Benadryl,Cough,90,0,0,71,Saturday,April,1
2025-08-02,Apollo Pharmacy,M115,Calcium Tablet,Supplement,250,0,0,92,Saturday,August,1
2025-12-02,HealthMart,M115,Calcium Tablet,Supplement,250,0,0,71,Tuesday,December,0
2025-03-13,SmartMed Pharmacy,M112,Cough Syrup,Cough,140,0,0,74,Thursday,March,0
2025-10-02,BMS Pharmacy,M108,Amoxicillin,Antibiotic,180,0,0,75,Thursday,October,0
2025-12-19,HealthMart,M116,Iron Tablet,Supplement,180,1,0,101,Friday,December,0
2025-08-09,City Medicals,M116,Iron Tablet,Supplement,180,0,0,86,Saturday,August,1
2025-10-09,Clarkson's Pharma,M118,Asthma Inhaler,Respiratory,450,0,0,42,Thursday,October,0
2025-03-19,Claire Drughouse,M112,Cough Syrup,Cough,140,1,0,92,Wednesday,March,0
2025-07-04,HealthMart,M114,Pantoprazole,Antacid,110,1,0,97,Friday,July,0
2025-08-25,BMS Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,62,Monday,August,0
2025-08-21,BMS Pharmacy,M114,Pantoprazole,Antacid,110,0,0,87,Thursday,August,0
2025-07-16,Chen Drugstore,M116,Iron Tablet,Supplement,180,0,0,56,Wednesday,July,0
2025-07-14,BMS Pharmacy,M110,Cetirizine,Allergy,40,0,0,64,Monday,July,0
2025-06-27,Lakshya Medicals,M112,Cough Syrup,Cough,140,0,0,66,Friday,June,0
2025-04-04,HealthMart,M113,Digene,Antacid,60,0,0,85,Friday,April,0
2025-02-28,HealthMart,M107,Metformin,Diabetes,80,0,0,65,Friday,February,0
2025-02-16,Claire Drughouse,M109,Azithromycin,Antibiotic,220,0,0,88,Sunday,February,1
2025-12-28,Apollo Pharmacy,M101,Paracetamol,Painkiller,25,1,0,112,Sunday,December,1
2025-09-20,Apollo Pharmacy,M114,Pantoprazole,Antacid,110,1,0,101,Saturday,September,1
2025-06-04,HealthMart,M107,Metformin,Diabetes,80,0,0,65,Wednesday,June,0
2025-11-15,Sara Medicos,M110,Cetirizine,Allergy,40,0,0,74,Saturday,November,1
2025-11-28,Lakshya Medicals,M119,Eye Drops,Eye Care,160,0,0,60,Friday,November,0
2025-09-15,BMS Pharmacy,M102,Crocin,Painkiller,35,0,0,67,Monday,September,0
2025-09-24,Claire Drughouse,M112,Cough Syrup,Cough,140,0,0,81,Wednesday,September,0
2025-05-23,BMS Pharmacy,M102,Crocin,Painkiller,35,1,0,113,Friday,May,0
2025-07-10,Chen Drugstore,M101,Paracetamol,Painkiller,25,0,0,72,Thursday,July,0
2025-08-13,HealthMart,M114,Pantoprazole,Antacid,110,0,0,62,Wednesday,August,0
2025-06-02,Clarkson's Pharma,M113,Digene,Antacid,60,1,0,94,Monday,June,0
2025-06-03,Apollo Pharmacy,M107,Metformin,Diabetes,80,0,0,86,Tuesday,June,0
2025-04-05,Clarkson's Pharma,M107,Metformin,Diabetes,80,0,0,77,Saturday,April,1
2025-12-01,Sara Medicos,M106,Insulin,Diabetes,550,1,0,83,Monday,December,0
2025-07-01,Claire Drughouse,M117,BP Tablet,Cardiac,320,0,0,66,Tuesday,July,0
2025-12-21,HealthMart,M105,ORS,Hydration,25,0,0,79,Sunday,December,1
2025-09-12,Clarkson's Pharma,M118,Asthma Inhaler,Respiratory,450,0,0,42,Friday,September,0
2025-06-25,HealthMart,M111,Benadryl,Cough,90,1,0,84,Wednesday,June,0
2025-04-09,HealthMart,M120,Hand Sanitizer,Hygiene,90,0,0,81,Wednesday,April,0
2025-10-09,SmartMed Pharmacy,M120,Hand Sanitizer,Hygiene,90,0,0,70,Thursday,October,0
2025-04-17,Chen Drugstore,M107,Metformin,Diabetes,80,0,0,69,Thursday,April,0
2025-01-09,Lakshya Medicals,M113,Digene,Antacid,60,0,0,81,Thursday,January,0
2025-03-03,Lakshya Medicals,M111,Benadryl,Cough,90,0,0,62,Monday,March,0
2025-08-26,HealthMart,M108,Amoxicillin,Antibiotic,180,0,0,81,Tuesday,August,0
2025-02-24,Lakshya Medicals,M119,Eye Drops,Eye Care,160,0,0,72,Monday,February,0
2025-08-01,Sara Medicos,M111,Benadryl,Cough,90,0,0,75,Friday,August,0
2025-05-29,Lakshya Medicals,M120,Hand Sanitizer,Hygiene,90,0,0,63,Thursday,May,0
2025-12-15,Lakshya Medicals,M110,Cetirizine,Allergy,40,0,0,82,Monday,December,0
2025-11-16,Lakshya Medicals,M103,Dolo 650,Painkiller,30,0,0,101,Sunday,November,1
2025-10-31,Clarkson's Pharma,M118,Asthma Inhaler,Respiratory,450,0,0,63,Friday,October,0
2025-02-05,BMS Pharmacy,M102,Crocin,Painkiller,35,1,0,88,Wednesday,February,0
2025-04-08,City Medicals,M108,Amoxicillin,Antibiotic,180,0,0,76,Tuesday,April,0
2025-05-04,HealthMart,M111,Benadryl,Cough,90,0,0,95,Sunday,May,1
2025-11-10,Apollo Pharmacy,M118,Asthma Inhaler,Respiratory,450,0,0,64,Monday,November,0
2025-11-23,Clarkson's Pharma,M109,Azithromycin,Antibiotic,220,1,0,106,Sunday,November,1
2025-05-30,Chen Drugstore,M116,Iron Tablet,Supplement,180,0,0,60,Friday,May,0
